id,name,reason,score,best_candidate,PostOrt,variant_used
2043,Saab AB,low_score,84,Insaab AB,BALLINGSLÖV,SAAB Aktiebolag
2048,Preem AB,low_score,82,Bensinstation Preem AB,STOCKHOLM,Preem Aktiebolag
1614,Stena AB,low_score,76,Investena AB,NACKA,Stena Aktiebolag
