id,name,reason,score,best_candidate,PostOrt,variant_used
1273,Boston Global Forum,low_score,84.0,Boston Group AB,LINGHEM,Boston Aktiebolag
2105,Quantic Ceos New Media,low_score,84.0,QUANTIC AB,GÖTEBORG,Quantic
2306,Make AI Easy - C2M AB,low_score,82.0,Make AB,ÖSTERSKÄR,Make Aktiebolag
2055,flux 1.1 Pro AI,low_score,82.0,FLUX AB,TÄBY,flux
1241,Women in AI,low_score,81.0,WOMEN IN TECH SWEDEN ASSOCIATION,SKARPNÄCK,Women AB
2102,And-U,low_score,81.0,Kandu AB,GÖTEBORG,AndU AB
1405,Dell Technologies,low_score,81.0,DELL AKTIEBOLAG,SOLNA,Dell AB
2313,Fotanofe AB - For The Many Not The Few,low_score,81.0,Fotanofe AB,SOLLENTUNA,Fotanofe Aktiebolag
1421,Ledarna – Sveriges chefsorganisation,low_score,80.0,LEDARNA,STOCKHOLM,Ledarna Aktiebolag
